Organization Name,Estimated Revenue Range,Industries,Headquarters Location,CB Rank (Company),Founded Date,Number of Employees,Last Funding Type,IPO Status,Funding Status,Last Funding Date,Last Funding Amount (in USD),Total Funding Amount (in USD),Last Equity Funding Type,Number of Funding Rounds,Last Equity Funding Amount (in USD),Total Equity Funding Amount (in USD),Top 5 Investors,Number of Investors,Region,Estimated Revenue Range Midpoint,Founded Year,City,Country,Number of Employees Midpoint,Industry_Cluster_0,Industry_Cluster_1,Industry_Cluster_2,Industry_Cluster_3,Industry_Cluster_4,Industry_Cluster_5,Industry_Cluster_6,Industry_Cluster_7,Industry_Cluster_8,Industry_Cluster_9,Industry_Cluster_10,Industry_Cluster_11,Industry_Cluster_12,Industry_Cluster_13,Industry_Cluster_14,Industry_Cluster_15,Industry_Cluster_16,Industry_Cluster_17,Industry_Cluster_18,Industry_Cluster_19,Industry_Cluster_20,Industry_Cluster_21,Industry_Cluster_22,industry_group,log_LFA,log_LEFA,Days_Since_Last_Funding,Revenue_Log_Midpoint,log_Total_Funding,log_Total_Equity_Funding,log_Employees,log_Days_Since_Last_Funding
Ghost,$1M to $10M,"Marketplace, Retail Technology, Software","Los Angeles, California, United States",3547,2021-01-01,101-250,Series C,Private,Late Stage Venture,2024-10-15,40000000.0,95000000.0,Series C,6,40000000.0,88000000.0,"L Catterton, Union Square Ventures, Cathay Innovation, Human Capital, FJ Labs",12.0,US,5500000.0,2021.0,Los Angeles,United States,175.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sales, Apps",17.50439003707821,17.50439003707821,276,15.520258832020865,18.36938746009113,18.292847383806116,5.173320876373351,5.6240175061873385
Owl Labs,$10M to $50M,"Hardware, Intelligent Systems, Software, Video, Video Conferencing","Somerville, Massachusetts, United States",3561,2014-01-01,101-250,Series C,Private,Late Stage Venture,2022-11-14,25000000.0,47300000.0,Series C,4,25000000.0,47300000.0,"Spark Capital, Playground Global, Matrix, iRobot, HP Tech Ventures",7.0,US,30000000.0,2014.0,Somerville,United States,175.5,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Industrial Engineering, Digital Entertainment, Apps, Internet",17.034386422832473,17.034386422832473,977,17.216707972959764,17.67202087460381,17.67202087460381,5.173320876373351,6.885509670034818
Unit21,$10M to $50M,"Compliance, Developer APIs, Fraud Detection, Risk Management, Software","San Francisco, California, United States",3761,2018-12-01,101-250,Series C,Private,Late Stage Venture,2022-06-29,45000000.0,92000000.0,Series C,4,45000000.0,92000000.0,"Gaingels, South Park Commons, SV Angel, Village Global, ICONIQ Growth",22.0,US,30000000.0,2018.0,San Francisco,United States,175.5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Apps, Developer Platform, Security",17.622173069956816,17.622173069956816,1115,17.216707972959764,18.33729914588288,18.33729914588288,5.173320876373351,7.017506142941256
True Anomaly,$10M to $50M,"Aerospace, Artificial Intelligence (AI), Manufacturing, Military, National Security","Centennial, Colorado, United States",4210,2022-08-31,101-250,Series C,Private,Late Stage Venture,2025-04-30,260000000.0,418019000.0,Series C,7,260000000.0,400619000.0,"Menlo Ventures, Accel, Eclipse Ventures, 645 Ventures, Rocketship.vc",15.0,US,20201595.333031807,2022.0,Centennial,United States,175.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Industrial Engineering, Security, Family",19.376192192825954,19.376192192825954,79,16.821272185636726,19.851037446393693,19.80852141142413,5.173320876373351,4.382026634673881
Kontakt.io,Less than $1M,"Artificial Intelligence (AI), Indoor Positioning, Internet of Things, Location Based Services","New York, New York, United States",4273,2013-04-01,101-250,Series C,Private,Late Stage Venture,2024-04-16,47500000.0,68765000.0,Series C,7,47500000.0,55765000.0,"European Investment Bank, Heartcore Capital, Goldman Sachs Asset Management, Credo Ventures, iEurope Capital",5.0,US,500000.0,2013.0,New York,United States,175.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Internet, Delivery Service",17.6762402900575,17.6762402900575,458,13.122365377402328,18.046205467073225,17.83665700834317,5.173320876373351,6.129050210060545
Mabl,$10M to $50M,"Developer Tools, Product Management, SaaS, Software","Boston, Massachusetts, United States",4338,2017-01-23,101-250,Series C,Private,Late Stage Venture,2021-11-18,40000000.0,76099001.0,Series C,4,40000000.0,76099001.0,"Vista Equity Partners, Amplify Partners, CRV, Google Ventures, Presidio Ventures",5.0,US,30000000.0,2017.0,Boston,United States,175.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,"Apps, Developer Platform, Family, It Management",17.50439003707821,17.50439003707821,1338,17.216707972959764,18.147545708422662,18.147545708422662,5.173320876373351,7.199678345691172
RapidSOS,$10M to $50M,"Artificial Intelligence (AI), Mobile Apps, Public Safety","New York, New York, United States",4445,2012-01-01,101-250,Series C,Private,Late Stage Venture,2024-03-05,75000000.0,355730006.0,Series C,17,75000000.0,355230006.0,"BlackRock, Alumni Ventures, Insight Partners, Two Sigma Ventures, Playground Global",41.0,US,30000000.0,2012.0,New York,United States,175.5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Apps, Security",18.132998684833918,18.132998684833918,500,17.216707972959764,19.689682593776624,19.68827604468079,5.173320876373351,6.2166061010848646
Nav,$10M to $50M,"Finance, Financial Services, FinTech","Draper, Utah, United States",4523,2012-05-01,101-250,Series C,Private,Late Stage Venture,2019-02-11,44885985.0,99024728.0,Series C,4,44885985.0,99024728.0,"Kleiner Perkins, Tencent, Album VC, Kickstart, Crosslink Capital",21.0,US,30000000.0,2012.0,Draper,United States,175.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finance, Industrial Engineering",17.61963618818129,17.61963618818129,2349,17.216707972959764,18.410880164785855,18.410880164785855,5.173320876373351,7.762170607138205
Fortera,$10M to $50M,"Building Material, CleanTech, Manufacturing, Sustainability","San Jose, California, United States",4546,2019-01-01,101-250,Series C,Private,Late Stage Venture,2024-08-20,85000000.0,115000000.0,Series C,3,85000000.0,115000000.0,"Alumni Ventures, Khosla Ventures, Temasek Holdings, Wollemi, Presidio Ventures",6.0,US,30000000.0,2019.0,San Jose,United States,175.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Industrial Engineering, Energy",18.258161826219297,18.258161826219297,332,17.216707972959764,18.560442695023177,18.560442695023177,5.173320876373351,5.808142489980444
1upHealth,$1M to $10M,"Health Care, Hospital, Medical, Medical Device","Boston, Massachusetts, United States",4621,2017-01-01,101-250,Series C,Private,Late Stage Venture,2023-04-12,40000000.0,75480000.0,Series C,5,40000000.0,75380000.0,"Sixth Street, MassChallenge, Meridian Street Capital, Jackson Square Ventures, F-Prime",7.0,US,5500000.0,2017.0,Boston,United States,175.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Health Insurance, Medical",17.50439003707821,17.50439003707821,828,15.520258832020865,18.139378291713165,18.138052559069383,5.173320876373351,6.720220155135295
Flip,$1M to $10M,"E-Commerce, Retail, Shopping, Social Media, Social Network, Social Shopping","El Segundo, California, United States",4707,2019-08-01,101-250,Series C,Private,Late Stage Venture,2024-04-02,144000000.0,238750000.0,Series C,5,144000000.0,238750000.0,"AppLovin, Human Capital, TLV Partners, WestCap, Streamlined Ventures",11.0,US,5500000.0,2019.0,El Segundo,United States,175.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Sales, Social Media Marketing",18.78532386448472,18.78532386448472,472,15.520258832020865,19.290927541513597,19.290927541513597,5.173320876373351,6.159095388491933
Peregrine Technologies,$10M to $50M,"Analytics, Information Technology, Public Safety, Real Time, Software","San Francisco, California, United States",4777,2018-01-01,101-250,Series C,Private,Late Stage Venture,2025-03-04,190000000.0,250115291.0,Series C,6,190000000.0,250115291.0,"Sequoia Capital, Craft Ventures, Village Global, O.G. Venture Partners, Goldcrest Capital",11.0,US,30000000.0,2018.0,San Francisco,United States,175.5,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Machine Learning, Digital Entertainment, Apps, Enterprise, Security",19.06253463538792,19.06253463538792,136,17.216707972959764,19.33743253752124,19.33743253752124,5.173320876373351,4.919980925828125
SonderMind,$10M to $50M,"Health Care, InsurTech, Mental Health, mHealth, Telehealth, Therapeutics, Wellness","Denver, Colorado, United States",4789,2014-01-01,101-250,Series C,Private,Late Stage Venture,2021-07-28,150000000.0,183035000.0,Series C,6,150000000.0,182500000.0,"General Catalyst, Alumni Ventures, Quiet Capital, Partners Group, Endeavor Catalyst",24.0,US,30000000.0,2014.0,Denver,United States,175.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"Health Insurance, Medical, Education",18.826145858727198,18.826145858727198,1451,17.216707972959764,19.025187954812477,19.022260736466272,5.173320876373351,7.280697195384741
Dandelion Energy,$10M to $50M,"CleanTech, Energy, GreenTech, Renewable Energy","Mount Kisco, New York, United States",4841,2017-01-01,101-250,Series C,Private,Late Stage Venture,2024-09-24,40000000.0,174500000.0,Series C,8,40000000.0,174500000.0,"BoxGroup, New Enterprise Associates, Breakthrough Energy Ventures, Collaborative Fund, ZhenFund",19.0,US,30000000.0,2017.0,Mount Kisco,United States,175.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Industrial Engineering, Energy",17.50439003707821,17.50439003707821,297,17.216707972959764,18.977435305337416,18.977435305337416,5.173320876373351,5.697093486505405
Copper,$1M to $10M,"Apps, Artificial Intelligence (AI), CRM, Enterprise Software, Generative AI, Natural Language Processing, SaaS, Sales, Software","San Francisco, California, United States",4942,2011-01-01,101-250,Series C,Private,Late Stage Venture,2019-05-22,15000000.0,102000000.0,Series C,5,15000000.0,102000000.0,"Norwest Venture Partners, True Ventures, Industry Ventures, Bloomberg Beta, DHVC",24.0,US,5500000.0,2011.0,San Francisco,United States,175.5,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"Machine Learning, Sales, Apps, Enterprise, Family, It Management",16.52356082573315,16.52356082573315,2249,15.520258832020865,18.440483381052466,18.440483381052466,5.173320876373351,7.718685495198466
Thyme Care,$1M to $10M,"Health Care, Medical, Oncology","Nashville, Tennessee, United States",5102,2020-01-01,101-250,Series C,Private,Late Stage Venture,2024-07-16,55000000.0,177000000.0,Series C,5,55000000.0,137000000.0,"Andreessen Horowitz, Bessemer Venture Partners, AlleyCorp, Frist Cressey Ventures, Town Hall Ventures",13.0,US,5500000.0,2020.0,Nashville,United States,175.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Health Insurance, Medical",17.822843761378564,17.822843761378564,367,15.520258832020865,18.99166029618782,18.73549149109167,5.173320876373351,5.908082938168931
Medisafe,Less than $1M,"Health Care, Medical, mHealth, Mobile Apps","Boston, Massachusetts, United States",5135,2012-01-01,101-250,Series C,Private,Late Stage Venture,2021-02-25,30000000.0,51500000.0,Series C,5,30000000.0,51500000.0,"Octopus Ventures, Pitango VC, OurCrowd, Triventures, 7wire Ventures",20.0,US,500000.0,2012.0,Boston,United States,175.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Apps, Health Insurance, Medical",17.216707972959764,17.216707972959764,1604,13.122365377402328,17.75709238505144,17.75709238505144,5.173320876373351,7.380879035564116
Captions,$1M to $10M,"Artificial Intelligence (AI), Content Creators, Generative AI, Mobile Apps, Software, Video Editing","New York, New York, United States",5346,2021-01-01,101-250,Series C,Private,Late Stage Venture,2024-07-09,60000000.0,100000000.0,Series C,4,60000000.0,100000000.0,"Andreessen Horowitz, Sequoia Capital, Index Ventures, Kleiner Perkins, SV Angel",21.0,US,5500000.0,2021.0,New York,United States,175.5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Machine Learning, Digital Entertainment, Apps",17.909855136853043,17.909855136853043,374,15.520258832020865,18.420680753952364,18.420680753952364,5.173320876373351,5.926926025970411
ByHeart,$100M to $500M,"Biotechnology, Health Care, Nutrition, Wellness","New York, New York, United States",5419,2016-01-01,101-250,Series C,Private,Late Stage Venture,2024-05-13,95000000.0,277000000.0,Series C,5,95000000.0,255000000.0,"Gaingels, Polaris Partners, Red Sea Ventures, Hyperlink Ventures, OCV",10.0,US,300000000.0,2016.0,New York,United States,175.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Health Insurance, Medical, Catering",18.36938746009113,18.36938746009113,431,19.519293035953808,19.43952806776172,19.35677410704427,5.173320876373351,6.068425588244111
Echodyne,$1M to $10M,"Electronics, National Security, Sensor, Software","Kirkland, Washington, United States",5498,2014-01-01,101-250,Series C,Private,Late Stage Venture,2022-06-13,135000000.0,199000000.0,Series C,4,135000000.0,199000000.0,"New Enterprise Associates, Madrona, Lux Capital, Northrop Grumman, Baillie Gifford",10.0,US,5500000.0,2014.0,Kirkland,United States,175.5,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Industrial Engineering, Apps, Internet, Security",18.72078534381011,18.72078534381011,1131,15.520258832020865,19.108815387713893,19.108815387713893,5.173320876373351,7.0317412587631285
Pulumi,$1M to $10M,"Cloud Computing, Computer, DevOps, SaaS, Software","Seattle, Washington, United States",5853,2017-01-01,101-250,Series C,Private,Late Stage Venture,2023-10-03,41000000.0,98500000.0,Series C,4,41000000.0,98500000.0,"New Enterprise Associates, Madrona, Tola Capital, Strike Capital",4.0,US,5500000.0,2017.0,Seattle,United States,175.5,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,"Digital Entertainment, Apps, Developer Platform, Data Management, Family",17.529082649058825,17.529082649058825,654,15.520258832020865,18.405567116294602,18.405567116294602,5.173320876373351,6.484635235635252
Halo Investing,$1M to $10M,"Finance, Financial Services, FinTech","Chicago, Illinois, United States",6252,2015-01-01,101-250,Series C,Private,Late Stage Venture,2021-10-11,100000000.0,115136606.0,Series C,3,100000000.0,115136606.0,"Alumni Ventures, Mubadala, Owl Ventures, William Blair, MassMutual",11.0,US,5500000.0,2015.0,Chicago,United States,175.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finance, Industrial Engineering",18.420680753952364,18.420680753952364,1376,15.520258832020865,18.56162986830457,18.56162986830457,5.173320876373351,7.227662498728654
fabric,$50M to $100M,"B2B, B2C, E-Commerce, E-Commerce Platforms, Retail Technology, SaaS, Wholesale","Seattle, Washington, United States",6420,2016-01-01,101-250,Series C,Private,Late Stage Venture,2022-02-24,140000000.0,293500000.0,Series C,5,140000000.0,293500000.0,"Norwest Venture Partners, B Capital, Forerunner, Sierra Ventures, Greycroft",16.0,US,75000000.0,2016.0,Seattle,United States,175.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Sales, Family",18.757152987716434,18.757152987716434,1240,18.132998684833918,19.49738820063958,19.49738820063958,5.173320876373351,7.123672785204607
Sovrn,$50M to $100M,"Advertising, Content Creators, Content Marketing, Publishing","Boulder, Colorado, United States",6983,2006-01-01,101-250,Series C,Private,Late Stage Venture,2022-07-26,36000000.0,121487000.0,Series C,5,36000000.0,91487000.0,"Foundry Group, Boulder Ventures, Structural Capital, Lexington Partners, Archer Venture Capital",11.0,US,75000000.0,2006.0,Boulder,United States,175.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Digital Entertainment, Social Media Marketing",17.399029524198163,17.399029524198163,1088,18.132998684833918,18.61531782736697,18.33170745457971,5.173320876373351,6.9930151229329605
Enfabrica,$10M to $50M,"Artificial Intelligence (AI), Information Technology, Semiconductor, Software","Mountain View, California, United States",7035,2019-01-01,101-250,Series C,Private,Late Stage Venture,2024-11-19,115000000.0,240000000.0,Series C,2,115000000.0,240000000.0,"Valor Equity Partners, Alumni Ventures, NVIDIA, Spark Capital, Cisco Investments",15.0,US,30000000.0,2019.0,Mountain View,United States,175.5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Apps, Enterprise, Energy",18.560442695023177,18.560442695023177,241,17.216707972959764,19.29614948547293,19.29614948547293,5.173320876373351,5.488937726156687
PicnicHealth,$50M to $100M,"Analytics, Big Data, Biotechnology, Data Visualization, Health Care, Medical","San Francisco, California, United States",7247,2014-01-17,101-250,Series C,Private,Late Stage Venture,2022-06-27,60000000.0,97000000.0,Series C,5,60000000.0,97000000.0,"Y Combinator, B Capital, Slow Ventures, Felicis, Amplify Partners",22.0,US,75000000.0,2014.0,San Francisco,United States,175.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Machine Learning, Health Insurance, Data Management, Medical",17.909855136853043,17.909855136853043,1117,18.132998684833918,18.390221546776935,18.390221546776935,5.173320876373351,7.0192966537150445
Volley,$1M to $10M,"Artificial Intelligence (AI), Casual Games, Digital Entertainment, Gaming, Media and Entertainment, Podcast, Speech Recognition","San Francisco, California, United States",7256,2016-01-01,101-250,Series C,Private,Late Stage Venture,2024-07-09,55000000.0,107270000.0,Series C,7,55000000.0,107270000.0,"General Catalyst, Y Combinator, Alumni Ventures, Gaingels, Lightspeed Venture Partners",23.0,US,5500000.0,2016.0,San Francisco,United States,175.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Digital Entertainment, Internet",17.822843761378564,17.822843761378564,374,15.520258832020865,18.490859587895883,18.490859587895883,5.173320876373351,5.926926025970411
Abra,$1M to $10M,"Bitcoin, Blockchain, Cryptocurrency, Ethereum, FinTech","Mountain View, California, United States",7269,2014-01-01,101-250,Series C,Private,Late Stage Venture,2021-09-15,55000000.0,106577110.0,Series C,8,55000000.0,102577110.0,"Pantera Capital, Stellar Development Foundation, First Round Capital, CMT Digital, IGNIA",37.0,US,5500000.0,2014.0,Mountain View,United States,175.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Finance, Industrial Engineering, Energy",17.822843761378564,17.822843761378564,1402,15.520258832020865,18.484379328066577,18.446125376144124,5.173320876373351,7.246368080102461
OneRail,$10M to $50M,"Delivery Service, Freight Service, Last Mile Transportation, Logistics, SaaS","Orlando, Florida, United States",7385,2018-01-03,101-250,Series C,Private,Late Stage Venture,2024-11-21,42000000.0,109500000.0,Series C,8,42000000.0,96500000.0,"Gaingels, Alumni Ventures, eGateway Capital, Mana Ventures, Ironspring Ventures",18.0,US,30000000.0,2018.0,Orlando,United States,175.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Travel, Delivery Service, Family",17.553180200057167,17.553180200057167,239,17.216707972959764,18.51143511635325,18.385053576671908,5.173320876373351,5.480638923341991
Kiddom,$10M to $50M,"E-Learning, EdTech, Education, Software","San Francisco, California, United States",7426,2015-01-01,101-250,Series C,Private,Late Stage Venture,2021-08-13,35000000.0,56500000.0,Series C,3,35000000.0,56500000.0,"Khosla Ventures, Owl Ventures, Altos Ventures, Outcomes Collective",4.0,US,30000000.0,2015.0,San Francisco,United States,175.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Apps, Education",17.370858648025116,17.370858648025116,1435,17.216707972959764,17.849751213815786,17.849751213815786,5.173320876373351,7.269616749608169
NexHealth,$1M to $10M,"Electronic Health Record (EHR), Health Care, Scheduling","San Francisco, California, United States",7438,2016-01-01,101-250,Series C,Private,Late Stage Venture,2022-04-21,125000000.0,176760998.0,Series C,8,125000000.0,176760998.0,"Buckley Ventures, Point Nine, Spearhead, Lachy Groom, Scott Belsky",32.0,US,5500000.0,2016.0,San Francisco,United States,175.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Health Insurance, It Management",18.643824303266577,18.643824303266577,1184,15.520258832020865,18.990309089942002,18.990309089942002,5.173320876373351,7.077498053569231
